id,country,managed_by,fulfill_via,vendor_inco_term,shipment_mode,late_delivery,late,product_group,sub_classification,vendor,item_description,molecule_test_type,brand,dosage,dosage_form,unit_of_measure_per_pack,line_item_quantity,line_item_value,pack_price,unit_price,unit_cost,manufacturing_site,first_line_designation,weight_kilograms,freight_cost_usd,freight_cost_groups,line_item_insurance_usd
74357,Kenya,PMO - US,Direct Drop,EXW,Air,1,Yes,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,6618,589002,89,0.89,,"Alere Medical Co., Ltd.",Yes,1139,11827.07,expensive,825.78
22761,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,0,No,ARV,Pediatric,Aurobindo Pharma Limited,"Didanosine 200mg, delayed-release capsules, 30 Caps",Didanosine,Generic,200mg,Delayed-release capsules,30,1100,12100,11,0.37,,"Aurobindo Unit III, India",Yes,95,2453.16,reasonable,12.44
49214,Rwanda,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,60300,186327,3.09,0.05,,Hetero Unit III Hyderabad IN,Yes,3539,16769.43,expensive,365.2
15,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,SUN PHARMACEUTICAL INDUSTRIES LTD (RANBAXY LABORATORIES LIMITED),"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,31920,127360.8,3.99,0.07,,"Ranbaxy, Paonta Shahib, India",Yes,1855,16007.06,expensive,
71840,Cote d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20,2120,65720,31,1.55,,Chembio Diagnostics Sys. Inc.,Yes,610,8291.96,expensive,67.56
75229,Zambia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,5000,160000,32,1.6,,"Trinity Biotech, Plc",Yes,1647,20626.58,expensive,264
33962,Haiti,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,25mg,Chewable/dispersible tablet,60,120,840,7,0.12,,"BMS Meymac, France",Yes,29,260,reasonable,1.65
81132,Cote d'Ivoire,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,320,9862.4,30.82,0.1,,ABBVIE (Abbott) Logis. UK,Yes,326,3852.86,reasonable,12.2
1693,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,6720,77145.6,11.48,0.38,,Mylan (formerly Matrix) Nashik,Yes,522,3796.05,reasonable,123.43
36562,Mozambique,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 30 Tabs",Ritonavir,Norvir,100mg,Tablet,30,2240,7683.2,3.43,0.11,,ABBVIE Ludwigshafen Germany,Yes,216,2698.28,reasonable,16.56
73326,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Pediatric,CIPLA LIMITED,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,50000,103000,2.06,0.01,,"Cipla, Goa, India",Yes,18462,22647.81,expensive,169.95
52341,Dominican Republic,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,412,13184,32,1.6,,"Trinity Biotech, Plc",Yes,123,1375.8,reasonable,16.31
80114,Zambia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,7200,230400,32,1.6,,"Trinity Biotech, Plc",Yes,2521,22460.87,expensive,496.74
25796,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,23063,155675.25,6.75,0.11,,Mylan (formerly Matrix) Nashik,Yes,1984,3225.12,reasonable,192.57
81496,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,6238,50527.8,8.1,0.13,,"Cipla, Goa, India",Yes,866,1464.24,reasonable,62.5
39208,Rwanda,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Adult,EMCURE PHARMACEUTICALS LTD,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,31,185.69,5.99,0.2,,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,4,889.55,reasonable,0.36
6932,Nigeria,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20,9380,253260,27,1.35,,Chembio Diagnostics Sys. Inc.,Yes,3058,18750.2,expensive,405.22
61009,South Africa,PMO - US,Direct Drop,DDP,Air,1,Yes,ARV,Pediatric,Aurobindo Pharma Limited,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,11640,34920,3,0.01,,"Aurobindo Unit III, India",Yes,4440,3283.59,reasonable,75.29
58211,Cote d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100,3500,245000,70,0.7,,Inverness Japan,Yes,794,12619.38,expensive,528.22
58393,Liberia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25,100,2000,20,0.8,,"Standard Diagnostics, Korea",Yes,34,871.3,reasonable,3.3
15738,Vietnam,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 30 Tabs",Ritonavir,Norvir,100mg,Tablet,30,400,9304,23.26,0.78,,ABBVIE Ludwigshafen Germany,Yes,40,642.45,reasonable,10.95
30112,Zimbabwe,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,2502,90472.32,36.16,0.12,,ABBVIE (Abbott) Logis. UK,Yes,2364,16956.86,expensive,195.06
55862,Haiti,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Pediatric,Aurobindo Pharma Limited,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",Abacavir/Lamivudine,Generic,60/30mg,Tablet - FDC,60,2516,11573.6,4.6,0.08,,"Aurobindo Unit III, India",Yes,118,1442.83,reasonable,16.23
45505,South Sudan,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,47,1504,32,1.6,,"Trinity Biotech, Plc",Yes,15,870.22,reasonable,2.11
62152,Cote d'Ivoire,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,50mg,Chewable/dispersible tablet,60,1887,17926.5,9.5,0.16,,"BMS Meymac, France",Yes,312,781.5,reasonable,38.65
63608,Kenya,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,20000,640000,32,1.6,,"Trinity Biotech, Plc",Yes,6568,41300.11,expensive,897.28
46250,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MICRO LABS LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,3974,6835.28,1.72,0.03,,"Micro labs, Verna, Goa, India",Yes,209,3743.84,reasonable,7.03
61783,Tanzania,PMO - US,Direct Drop,EXW,Ocean,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,65763,821379.87,12.49,0.42,,Mylan (formerly Matrix) Nashik,Yes,8182,7814.59,expensive,1016.05
20266,Uganda,PMO - US,Direct Drop,DDP,Air,0,No,ARV,Adult,ASPEN PHARMACARE,"Etravirine 100mg [Intelence], tablets, 120 Tabs",Etravirine,Intelence,100mg,Tablet,120,150,11250,75,0.62,,"Janssen-Cilag, Latina, IT",Yes,49,475,reasonable,15.77
6196,Cote d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,No,ANTM,Malaria,IDA FOUNDATION,"Quinine 300mg (as sulfate), tablets, Blister 100 x 10 Tabs",Quinine (as sulfate),Generic,300mg,Tablet - blister,1000,12,629.88,52.49,0.05,,"Medopharm Malur Factory, INDIA",Yes,12,536.78,reasonable,1.23
68937,Uganda,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",Ritonavir,Norvir,100mg,Tablet,60,587,4020.95,6.85,0.11,,ABBVIE Ludwigshafen Germany,Yes,85,1253.45,reasonable,4.97
8459,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,9792,72460.8,7.4,0.12,,"Cipla, Goa, India",Yes,836,5136.08,expensive,115.94
3970,Rwanda,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,Premier Medical Corporation Ltd.,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests","HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit",First Response,N/A,Test kit,30,2000,42000,21,0.7,,Premier Med. Corp Ltd. India,Yes,600,5714.31,expensive,
9096,Kenya,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, (no accessories), 30 Tests","HIV 1/2, Bioline 3.0 Kit (no accessories)",Bioline,N/A,Test kit,30,5000,120000,24,0.8,,"Standard Diagnostics, Korea",Yes,1558,11653.64,expensive,235.2
36219,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,100000,730000,7.3,0.12,,"Aurobindo Unit III, India",Yes,5178,14621.3,expensive,1204.5
58555,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,16645,39115.75,2.35,0.04,,"Strides, Bangalore, India.",Yes,742,5440.01,expensive,64.54
57590,Uganda,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,CIPLA LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,40000,184000,4.6,0.15,,"Cipla, Kurkumbh, India",Yes,4620,18550.93,expensive,227.61
40851,Cameroon,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,5000,32500,6.5,0.11,,Mylan (formerly Matrix) Nashik,Yes,294,4339.64,reasonable,40.2
60359,Burundi,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak Dipstick Assay Kit, 30 Tests","HIV 1/2, Stat-Pak Dipstick Assay Kit",Stat-Pak,N/A,Test kit,30,428,11812.8,27.6,0.92,,Chembio Diagnostics Sys. Inc.,Yes,47,732.47,reasonable,14.61
1295,Mozambique,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,80,3288,41.1,0.34,,ABBSP,Yes,25,,,
53560,Nigeria,PMO - US,Direct Drop,EXW,Air,1,Yes,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,3038,270382,89,0.89,,"Alere Medical Co., Ltd.",Yes,1234,21084.84,expensive,334.46
66967,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Adult,Aurobindo Pharma Limited,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,116857,777099.05,6.65,0.22,,"Aurobindo Unit III, India",Yes,10907,7905.94,expensive,1675.43
63438,Tanzania,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,80516,652179.6,8.1,0.13,,"Cipla, Goa, India",Yes,11646,50445.73,expensive,806.75
40934,Vietnam,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 30 Tabs",Ritonavir,Norvir,100mg,Tablet,30,71,1651.46,23.26,0.78,,ABBVIE Ludwigshafen Germany,Yes,15,493.42,reasonable,2.04
960,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,5964,51350.04,8.61,0.14,,"Aurobindo Unit III, India",Yes,3509,12835.2,expensive,100.65
81483,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,CIPLA LIMITED,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,525,3465,6.6,0.11,,"Cipla, Goa, India",Yes,34,807.47,reasonable,4.86
41368,Haiti,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,50,1808,36.16,0.12,,ABBVIE (Abbott) Logis. UK,Yes,100,3806.01,reasonable,3.9
18664,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,1436,16442.2,11.45,0.19,,Hetero Unit III Hyderabad IN,Yes,2832,7474.2,expensive,20.34
41902,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,13307,47239.85,3.55,0.12,,Hetero Unit III Hyderabad IN,Yes,1018,1681.58,reasonable,58.44
637,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,42000,60900,1.45,0.02,,"Aurobindo Unit III, India",Yes,2600,10179.16,expensive,97.44
72836,Ghana,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,29107,238677.4,8.2,0.14,,"Aurobindo Unit III, India",Yes,3647,18545.17,expensive,245.36
60840,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Adult,STRIDES ARCOLAB LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,237500,681625,2.87,0.05,,"Strides, Bangalore, India.",Yes,15475,14682.98,expensive,1469.58
791,Namibia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100,150,10798.5,71.99,0.72,,Inverness Japan,Yes,46,2698.04,reasonable,21.17
7849,Uganda,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Adult,BRISTOL-MYERS SQUIBB,"Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,250mg,Delayed-release capsules - blister,30,84,1540.56,18.34,0.61,,"BMS Meymac, France",Yes,4,390.81,reasonable,3.02
74780,Cote d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20,3678,106662,29,1.45,,Chembio Diagnostics Sys. Inc.,Yes,1056,12363.35,expensive,149.54
15248,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,16300,181745,11.15,0.19,,"Aurobindo Unit III, India",Yes,2011,11648.31,expensive,356.22
14665,Haiti,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100,1000,97680,97.68,0.98,,Inverness Japan,Yes,227,2486.62,reasonable,210.6
54296,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,32083,144694.33,4.51,0.15,,"Aurobindo Unit III, India",Yes,2808,630.5,reasonable,311.96
3552,Guyana,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,213,15336,72,0.72,,Inverness Japan,Yes,64,1083.36,reasonable,30.06
44099,Haiti,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,612,3635.28,5.94,0.1,,ABBVIE Ludwigshafen Germany,Yes,76,1286.68,reasonable,4.5
21301,Tanzania,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Pediatric,EMCURE PHARMACEUTICALS LTD,"Atazanavir 150mg, capsules, 60 Caps",Atazanavir,Generic,150mg,Capsule,60,1065,27785.85,26.09,0.43,,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,112,1122.07,reasonable,59.91
29259,Zambia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,2906,232480,80,0.8,,"Alere Medical Co., Ltd.",Yes,1204,19587.34,expensive,287.58
8437,Botswana,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100,100,7199,71.99,0.72,,Inverness Japan,Yes,28,641.06,reasonable,11.52
5905,Tanzania,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Pediatric,GLAXOSMITHKLINE EXPORT LIMITED,"Abacavir 20mg/ml [Ziagen], oral solution, Bottle, 240 ml",Abacavir,Ziagen,20mg/ml,Oral solution,240,132,1990.56,15.08,0.06,,GSK Mississauga (Canada),Yes,65,633,reasonable,3.18
36298,Vietnam,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,Norvir,100mg,Capsule,336,60,4603.2,76.72,0.23,,ABBVIE (Abbott) Logis. UK,Yes,170,4256.38,reasonable,9.92
59502,Botswana,PMO - US,Direct Drop,EXW,Air,1,Yes,ARV,Adult,HETERO LABS LIMITED,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,39550,412506.5,10.43,0.35,,"Hetero, Jadcherla, unit 5, IN",Yes,4840,23796.98,expensive,485.52
30850,Sudan,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,105,9345,89,0.89,,"Alere Medical Co., Ltd.",Yes,49,1768.15,reasonable,15.42
54180,Vietnam,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1400,115080,82.2,0.68,,ABBVIE Ludwigshafen Germany,Yes,209,954.38,reasonable,225.56
9353,Botswana,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,N/A,Test kit,100,10,3500,350,3.5,,"Pacific Biotech, Thailand",Yes,24,1091.64,reasonable,5.6
47975,Vietnam,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1575,129465,82.2,0.68,,ABBVIE Ludwigshafen Germany,Yes,382,5528.41,expensive,213.62
1646,Guyana,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,832,26624,32,1.6,,"Trinity Biotech, Plc",Yes,832,3740.04,reasonable,42.6
67661,Guyana,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Pediatric,Aurobindo Pharma Limited,"Zidovudine 100mg, capsules, 100 Caps",Zidovudine,Generic,100mg,Capsule,100,114,513,4.5,0.04,,"Aurobindo Unit III, India",Yes,5,672.49,reasonable,0.63
7467,Ethiopia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,N/A,Test kit,1,3510,80730,23,23,,"KHB Test Kit Facility, Shanghai China",Yes,2535,20083.74,expensive,158.23
7184,Zimbabwe,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25,7864,157280,20,0.8,,"Standard Diagnostics, Korea",Yes,2450,18087.86,expensive,308.27
56487,Zambia,PMO - US,Direct Drop,EXW,Air,1,Yes,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,2814,225120,80,0.8,,Inverness Japan,Yes,1363,22746.62,expensive,485.36
24060,Rwanda,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,10620,27505.8,2.59,0.04,,Hetero Unit III Hyderabad IN,Yes,593,730.81,reasonable,53.91
